ID_Transaccion,Fecha_Venta,Cliente,Producto,Categoria,Sucursal,Cantidad,Precio_Unitario,Descuento
4078,2024-07-12,global corp,Soporte Premium,Servicios,Este,1,1200,0.08
4079,2023-06-01,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Sur,10,150,0.0
4080,2024-01-07,CloudNet,Consultoría Hora,Servicios,Este,3,150,0.1
4081,2023-11-07,CloudNet,Licencia Enterprise,Software,Este,7,5000,0.01
4082,2023-03-14,cloudnet,Servidor Dedicado,Hardware,Sur,9,3500,0.09
4083,2024-05-30,cloudnet,Pack Seguridad,Software,Central,2,800,0.01
4084,2024-07-11,DataSystems,Licencia Enterprise,Software,Este,6,5000,0.0
4085,2023-02-14,DATASYSTEMS,Consultoría Hora,Servicios,Norte,1,150,0.06
4086,2023-05-10,Global Corp,Soporte Premium,Servicios,Oeste,1,1200,0.09
4087,2023-02-28,DataSystems,Licencia Enterprise,Software,Este,5,5000,0.05
4088,2024-07-10,Global Corp,Licencia Enterprise,Software,Central,1,5000,0.06
4089,2023-07-06,TechSolutions Inc,Licencia Enterprise,Software,Este,10,5000,0.08
4090,2023-02-23,SoftWare House,Pack Seguridad,Software,Este,2,800,0.03
4091,2024-06-04,SoftWare House,Licencia Enterprise,Software,Sur,9,5000,0.07
4092,2023-03-12,global corp,Consultoría Hora,Servicios,Central,7,150,0.1
4093,2023-03-06,SoftWare House,Licencia Enterprise,Software,Oeste,10,5000,0.08
4094,2023-07-21,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Este,3,3500,0.02
4095,2023-06-01,TechSolutions Inc,Soporte Premium,Servicios,Central,5,1200,0.03
4096,2023-07-24,TechSolutions Inc,Licencia Enterprise,Software,Central,3,5000,0.06
4097,2023-12-19,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Oeste,3,3500,0.02
4098,2024-04-28,TechSolutions Inc,Servidor Dedicado,Hardware,Central,8,3500,0.09
4099,2024-10-13,Global Corp,Consultoría Hora,Servicios,Central,2,150,0.08
4100,2023-08-23,DataSystems,Licencia Enterprise,Software,Oeste,5,5000,0.09
4101,2024-12-29,Global Corp,Servidor Dedicado,Hardware,Norte,10,3500,0.08
4102,2023-10-18,SOFTWARE HOUSE,Pack Seguridad,Software,Sur,3,800,0.05
4103,2024-12-02,SOFTWARE HOUSE,Soporte Premium,Servicios,Central,4,1200,0.06
4104,2024-08-13,SoftWare House,Servidor Dedicado,Hardware,Central,1,3500,0.04
4105,2023-08-18,SoftWare House,Soporte Premium,Servicios,Sur,3,1200,0.07
4106,2024-01-25,cloudnet,Licencia Enterprise,Software,Este,7,5000,0.04
4107,2023-12-30,GLOBAL CORP,Soporte Premium,Servicios,Norte,3,1200,0.02
4108,2023-12-22,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Sur,6,150,0.06
4109,2024-12-28,techsolutions inc,Licencia Enterprise,Software,Este,5,5000,0.03
4110,2024-10-03,TechSolutions Inc,Pack Seguridad,Software,Este,3,800,0.0
4111,2023-10-24,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,3,150,0.03
4112,2024-07-01,software house,Licencia Enterprise,Software,Norte,3,5000,0.01
4113,2024-08-01,SoftWare House,Licencia Enterprise,Software,Norte,2,5000,0.05
4114,2023-02-28,DATASYSTEMS,Soporte Premium,Servicios,Este,9,1200,0.09
4115,2023-03-08,CLOUDNET,Soporte Premium,Servicios,Este,6,1200,0.07
4116,2023-10-18,TechSolutions Inc,Soporte Premium,Servicios,Norte,9,1200,0.01
4117,2023-06-07,CLOUDNET,Servidor Dedicado,Hardware,Oeste,5,3500,0.01
4118,2024-03-15,GLOBAL CORP,Consultoría Hora,Servicios,Este,6,150,0.0
4119,2024-06-04,Global Corp,Licencia Enterprise,Software,Oeste,4,5000,0.03
4120,2024-08-14,global corp,Servidor Dedicado,Hardware,Norte,6,3500,0.07
4121,2024-04-13,software house,Soporte Premium,Servicios,Este,4,1200,0.08
4122,2023-04-07,DataSystems,Licencia Enterprise,Software,Este,10,5000,0.07
4123,2024-02-02,datasystems,Servidor Dedicado,Hardware,Sur,8,3500,0.02
4124,2024-01-15,software house,Servidor Dedicado,Hardware,Norte,10,3500,0.02
4125,2024-06-06,global corp,Servidor Dedicado,Hardware,Norte,4,3500,0.06
4126,2024-03-16,TechSolutions Inc,Pack Seguridad,Software,Sur,5,800,0.09
4127,2024-02-04,datasystems,Servidor Dedicado,Hardware,Sur,7,3500,0.03
4128,2024-12-28,global corp,Consultoría Hora,Servicios,Sur,5,150,0.02
4129,2024-09-22,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Central,7,150,0.03
4130,2024-08-10,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,1,150,0.09
4131,2023-12-12,TechSolutions Inc,Consultoría Hora,Servicios,Sur,3,150,0.07
4132,2024-06-28,Global Corp,Soporte Premium,Servicios,Sur,4,1200,0.0
4133,2024-10-15,global corp,Licencia Enterprise,Software,Este,9,5000,0.03
4134,2024-06-06,GLOBAL CORP,Servidor Dedicado,Hardware,Norte,7,3500,0.07
4135,2024-01-10,CLOUDNET,Servidor Dedicado,Hardware,Norte,3,3500,0.08
4136,2023-08-11,TechSolutions Inc,Servidor Dedicado,Hardware,Central,6,3500,0.05
4137,2024-05-26,Global Corp,Licencia Enterprise,Software,Central,3,5000,0.09
4138,2024-02-01,DataSystems,Licencia Enterprise,Software,Oeste,10,5000,0.01
4139,2023-04-13,CloudNet,Servidor Dedicado,Hardware,Este,8,3500,0.08
4140,2023-09-23,SOFTWARE HOUSE,Licencia Enterprise,Software,Sur,5,5000,0.04
4141,2024-03-31,GLOBAL CORP,Pack Seguridad,Software,Norte,4,800,0.1
4142,2023-05-01,DATASYSTEMS,Servidor Dedicado,Hardware,Este,7,3500,0.01
4143,2024-12-04,SOFTWARE HOUSE,Consultoría Hora,Servicios,Este,6,150,0.05
4144,2023-07-18,techsolutions inc,Pack Seguridad,Software,Norte,1,800,0.03
4145,2024-05-15,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,6,150,0.06
4146,2023-11-02,DataSystems,Servidor Dedicado,Hardware,Oeste,1,3500,0.08
4147,2024-10-17,DataSystems,Servidor Dedicado,Hardware,Central,5,3500,0.03
4148,2023-06-01,CloudNet,Consultoría Hora,Servicios,Este,9,150,0.05
4149,2023-01-23,Global Corp,Consultoría Hora,Servicios,Oeste,10,150,0.06
4150,2024-10-31,software house,Consultoría Hora,Servicios,Central,5,150,0.05
4151,2024-10-08,SoftWare House,Consultoría Hora,Servicios,Oeste,6,150,0.05
4152,2024-02-22,SoftWare House,Soporte Premium,Servicios,Oeste,1,1200,0.09
4153,2023-05-26,techsolutions inc,Soporte Premium,Servicios,Norte,4,1200,0.03
4154,2023-08-18,global corp,Servidor Dedicado,Hardware,Central,3,3500,0.09
4155,2024-03-08,SoftWare House,Consultoría Hora,Servicios,Oeste,6,150,0.01
4156,2023-12-07,GLOBAL CORP,Consultoría Hora,Servicios,Sur,9,150,0.09
4157,2023-06-12,datasystems,Consultoría Hora,Servicios,Sur,6,150,0.1
4158,2023-12-16,techsolutions inc,Soporte Premium,Servicios,Oeste,10,1200,0.07
4159,2023-01-29,CloudNet,Licencia Enterprise,Software,Norte,8,5000,0.04
4160,2023-06-27,software house,Servidor Dedicado,Hardware,Norte,9,3500,0.0
4161,2023-06-23,Global Corp,Pack Seguridad,Software,Sur,7,800,0.05
4162,2024-07-19,techsolutions inc,Consultoría Hora,Servicios,Oeste,9,150,0.04
4163,2024-05-13,DataSystems,Consultoría Hora,Servicios,Norte,3,150,0.02
4164,2023-06-05,Global Corp,Licencia Enterprise,Software,Central,9,5000,0.05
4165,2024-01-02,GLOBAL CORP,Licencia Enterprise,Software,Este,7,5000,0.05
4166,2024-01-31,TechSolutions Inc,Soporte Premium,Servicios,Central,3,1200,0.04
4167,2024-07-06,CloudNet,Licencia Enterprise,Software,Este,5,5000,0.01
4168,2024-08-02,CloudNet,Servidor Dedicado,Hardware,Oeste,8,3500,0.03
4169,2023-09-04,TECHSOLUTIONS INC,Soporte Premium,Servicios,Sur,8,1200,0.08
4170,2023-01-23,Global Corp,Licencia Enterprise,Software,Central,9,5000,0.08
4171,2024-03-06,CloudNet,Servidor Dedicado,Hardware,Sur,2,3500,0.02
4172,2023-01-09,global corp,Servidor Dedicado,Hardware,Central,6,3500,0.09
4173,2024-05-10,DataSystems,Servidor Dedicado,Hardware,Oeste,2,3500,0.03
4174,2024-05-25,TECHSOLUTIONS INC,Pack Seguridad,Software,Norte,1,800,0.06
4175,2023-10-21,DataSystems,Servidor Dedicado,Hardware,Norte,5,3500,0.01
4176,2024-01-07,software house,Consultoría Hora,Servicios,Sur,5,150,0.02
4177,2023-06-05,GLOBAL CORP,Licencia Enterprise,Software,Norte,9,5000,0.03
4178,2024-11-24,GLOBAL CORP,Licencia Enterprise,Software,Sur,3,5000,0.03
4179,2023-04-13,datasystems,Licencia Enterprise,Software,Este,1,5000,0.03
4180,2023-07-27,cloudnet,Licencia Enterprise,Software,Norte,10,5000,0.09
4181,2023-01-19,cloudnet,Pack Seguridad,Software,Central,4,800,0.06
4182,2024-12-16,software house,Licencia Enterprise,Software,Oeste,1,5000,0.01
4183,2023-12-10,TechSolutions Inc,Soporte Premium,Servicios,Central,8,1200,0.0
4184,2024-11-11,SoftWare House,Licencia Enterprise,Software,Central,1,5000,0.02
4185,2023-01-13,CloudNet,Soporte Premium,Servicios,Central,10,1200,0.03
4186,2024-12-27,DATASYSTEMS,Licencia Enterprise,Software,Este,6,5000,0.04
4187,2023-03-06,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,10,3500,0.06
4188,2023-09-07,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Sur,2,3500,0.02
4189,2024-06-30,Global Corp,Servidor Dedicado,Hardware,Sur,4,3500,0.08
4190,2024-08-03,cloudnet,Servidor Dedicado,Hardware,Norte,2,3500,0.05
4191,2023-03-29,SoftWare House,Consultoría Hora,Servicios,Central,6,150,0.07
4192,2023-10-13,DataSystems,Consultoría Hora,Servicios,Sur,2,150,0.08
4193,2023-09-20,techsolutions inc,Soporte Premium,Servicios,Central,6,1200,0.03
4194,2024-01-07,CloudNet,Pack Seguridad,Software,Oeste,7,800,0.04
4195,2024-06-23,Global Corp,Consultoría Hora,Servicios,Norte,3,150,0.06
4196,2023-12-23,datasystems,Pack Seguridad,Software,Central,3,800,0.04
4197,2024-06-29,SoftWare House,Soporte Premium,Servicios,Oeste,2,1200,0.07
4198,2024-02-01,DataSystems,Pack Seguridad,Software,Sur,4,800,0.0
4199,2024-05-05,datasystems,Pack Seguridad,Software,Este,9,800,0.09
4200,2024-03-26,global corp,Servidor Dedicado,Hardware,Este,6,3500,0.05
4201,2024-07-30,cloudnet,Consultoría Hora,Servicios,Este,1,150,0.09
4202,2023-11-01,SOFTWARE HOUSE,Consultoría Hora,Servicios,Oeste,3,150,0.05
4203,2024-01-19,Global Corp,Licencia Enterprise,Software,Este,7,5000,0.06
4204,2024-06-04,TechSolutions Inc,Soporte Premium,Servicios,Sur,9,1200,0.09
4205,2024-12-16,global corp,Consultoría Hora,Servicios,Norte,3,150,0.06
4206,2023-10-26,GLOBAL CORP,Pack Seguridad,Software,Este,6,800,0.07
4207,2024-01-10,TechSolutions Inc,Pack Seguridad,Software,Este,6,800,0.01
4208,2023-05-19,cloudnet,Soporte Premium,Servicios,Sur,9,1200,0.03
4209,2024-10-18,techsolutions inc,Soporte Premium,Servicios,Oeste,1,1200,0.06
4210,2023-07-18,CloudNet,Pack Seguridad,Software,Este,2,800,0.06
4211,2024-10-26,CloudNet,Consultoría Hora,Servicios,Este,1,150,0.03
4212,2023-06-02,DataSystems,Licencia Enterprise,Software,Oeste,9,5000,0.08
4213,2023-10-09,GLOBAL CORP,Licencia Enterprise,Software,Central,10,5000,0.08
4214,2023-03-21,CLOUDNET,Pack Seguridad,Software,Central,1,800,0.07
4215,2023-01-03,CLOUDNET,Pack Seguridad,Software,Norte,3,800,0.08
4216,2023-11-17,datasystems,Licencia Enterprise,Software,Este,8,5000,0.07
4217,2024-01-26,cloudnet,Servidor Dedicado,Hardware,Central,6,3500,0.04
4218,2024-04-19,SoftWare House,Consultoría Hora,Servicios,Central,1,150,0.04
4219,2023-02-22,TechSolutions Inc,Soporte Premium,Servicios,Oeste,10,1200,0.07
4220,2023-02-08,SoftWare House,Pack Seguridad,Software,Norte,2,800,0.02
4221,2023-10-14,SOFTWARE HOUSE,Consultoría Hora,Servicios,Oeste,10,150,0.07
4222,2023-04-15,CLOUDNET,Licencia Enterprise,Software,Central,6,5000,0.02
4223,2023-03-30,GLOBAL CORP,Soporte Premium,Servicios,Oeste,6,1200,0.04
4224,2023-08-29,SoftWare House,Consultoría Hora,Servicios,Este,7,150,0.06
4225,2023-05-21,GLOBAL CORP,Servidor Dedicado,Hardware,Este,10,3500,0.08
4226,2024-01-12,SoftWare House,Soporte Premium,Servicios,Sur,6,1200,0.06
4227,2023-10-23,DataSystems,Servidor Dedicado,Hardware,Oeste,6,3500,0.0
4228,2024-05-09,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Norte,4,3500,0.09
4229,2023-04-14,CLOUDNET,Servidor Dedicado,Hardware,Sur,7,3500,0.02
4230,2024-07-07,DataSystems,Soporte Premium,Servicios,Oeste,7,1200,0.07
4231,2023-11-19,TechSolutions Inc,Soporte Premium,Servicios,Este,1,1200,0.09
4232,2023-06-20,TechSolutions Inc,Pack Seguridad,Software,Norte,10,800,0.07
4233,2023-03-27,CLOUDNET,Soporte Premium,Servicios,Oeste,2,1200,0.04
4234,2024-07-11,CloudNet,Soporte Premium,Servicios,Sur,9,1200,0.0
4235,2024-03-13,TECHSOLUTIONS INC,Soporte Premium,Servicios,Oeste,9,1200,0.07
4236,2023-10-19,SoftWare House,Soporte Premium,Servicios,Norte,2,1200,0.0
4237,2024-05-05,DATASYSTEMS,Soporte Premium,Servicios,Oeste,2,1200,0.03
4238,2023-05-25,DataSystems,Pack Seguridad,Software,Norte,10,800,0.05
4239,2024-01-13,CLOUDNET,Servidor Dedicado,Hardware,Central,4,3500,0.04
4240,2024-06-27,Global Corp,Consultoría Hora,Servicios,Oeste,6,150,0.03
4241,2024-12-25,SOFTWARE HOUSE,Licencia Enterprise,Software,Central,3,5000,0.05
4242,2024-12-13,SOFTWARE HOUSE,Consultoría Hora,Servicios,Este,5,150,0.01
4243,2023-02-14,global corp,Soporte Premium,Servicios,Central,10,1200,0.04
4244,2024-03-30,TechSolutions Inc,Pack Seguridad,Software,Central,7,800,0.03
4245,2024-02-16,DATASYSTEMS,Consultoría Hora,Servicios,Este,10,150,0.0
4246,2023-12-14,SOFTWARE HOUSE,Pack Seguridad,Software,Norte,2,800,0.0
4247,2023-04-30,GLOBAL CORP,Soporte Premium,Servicios,Norte,7,1200,0.04
4248,2023-01-31,SoftWare House,Licencia Enterprise,Software,Central,10,5000,0.05
4249,2024-03-16,TECHSOLUTIONS INC,Soporte Premium,Servicios,Sur,7,1200,0.07
4250,2023-11-20,SoftWare House,Servidor Dedicado,Hardware,Sur,8,3500,0.0
4251,2024-09-05,global corp,Servidor Dedicado,Hardware,Sur,4,3500,0.04
4252,2024-05-31,cloudnet,Pack Seguridad,Software,Norte,10,800,0.08
4253,2024-03-22,software house,Pack Seguridad,Software,Este,6,800,0.08
4254,2024-09-12,Global Corp,Soporte Premium,Servicios,Oeste,9,1200,0.04
4255,2024-10-22,SoftWare House,Pack Seguridad,Software,Central,3,800,0.09
4256,2023-04-16,cloudnet,Licencia Enterprise,Software,Oeste,9,5000,0.02
4257,2024-07-01,SoftWare House,Consultoría Hora,Servicios,Este,10,150,0.07
4258,2024-04-12,Global Corp,Consultoría Hora,Servicios,Central,9,150,0.06
4259,2023-03-24,CLOUDNET,Licencia Enterprise,Software,Sur,4,5000,0.02
4260,2023-09-29,CloudNet,Soporte Premium,Servicios,Norte,1,1200,0.02
4261,2024-07-05,CLOUDNET,Servidor Dedicado,Hardware,Norte,4,3500,0.01
4262,2023-06-19,DATASYSTEMS,Soporte Premium,Servicios,Norte,6,1200,0.04
4263,2024-08-23,SoftWare House,Pack Seguridad,Software,Sur,10,800,0.06
4264,2024-10-18,global corp,Consultoría Hora,Servicios,Oeste,7,150,0.01
4265,2024-12-20,SoftWare House,Licencia Enterprise,Software,Oeste,1,5000,0.02
4266,2024-05-20,cloudnet,Pack Seguridad,Software,Central,8,800,0.03
4267,2024-04-12,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Norte,5,150,0.09
4268,2023-02-21,CloudNet,Soporte Premium,Servicios,Oeste,2,1200,0.09
4269,2024-03-26,CloudNet,Licencia Enterprise,Software,Sur,8,5000,0.06
4270,2024-09-29,software house,Consultoría Hora,Servicios,Sur,2,150,0.05
4271,2023-02-15,global corp,Soporte Premium,Servicios,Norte,10,1200,0.01
4272,2023-10-22,Global Corp,Licencia Enterprise,Software,Norte,3,5000,0.02
4273,2023-12-11,CloudNet,Soporte Premium,Servicios,Oeste,6,1200,0.04
4274,2023-03-29,SoftWare House,Consultoría Hora,Servicios,Este,1,150,0.01
4275,2024-11-25,Global Corp,Consultoría Hora,Servicios,Sur,9,150,0.07
4276,2023-02-10,datasystems,Consultoría Hora,Servicios,Central,5,150,0.02
4277,2024-10-03,DataSystems,Consultoría Hora,Servicios,Este,7,150,0.03
4278,2023-12-05,datasystems,Servidor Dedicado,Hardware,Central,5,3500,0.03
4279,2023-08-29,CloudNet,Licencia Enterprise,Software,Sur,10,5000,0.09
4280,2023-06-10,global corp,Servidor Dedicado,Hardware,Central,7,3500,0.05
4281,2023-12-26,datasystems,Consultoría Hora,Servicios,Norte,2,150,0.03
4282,2023-02-25,SoftWare House,Pack Seguridad,Software,Norte,6,800,0.09
4283,2023-05-04,global corp,Soporte Premium,Servicios,Central,9,1200,0.07
4284,2024-09-10,Global Corp,Pack Seguridad,Software,Sur,1,800,0.05
4285,2024-04-03,GLOBAL CORP,Pack Seguridad,Software,Este,5,800,0.03
4286,2023-05-01,SoftWare House,Servidor Dedicado,Hardware,Norte,1,3500,0.08
4287,2024-11-06,TechSolutions Inc,Licencia Enterprise,Software,Oeste,8,5000,0.1
4288,2023-04-09,global corp,Soporte Premium,Servicios,Sur,10,1200,0.02
4289,2024-11-22,SoftWare House,Servidor Dedicado,Hardware,Este,3,3500,0.04
4290,2023-08-08,DataSystems,Pack Seguridad,Software,Central,10,800,0.03
4291,2024-05-07,techsolutions inc,Pack Seguridad,Software,Norte,7,800,0.08
4292,2024-04-02,Global Corp,Consultoría Hora,Servicios,Central,1,150,0.01
4293,2024-03-07,SOFTWARE HOUSE,Licencia Enterprise,Software,Este,1,5000,0.09
4294,2023-07-17,TechSolutions Inc,Soporte Premium,Servicios,Este,3,1200,0.01
4295,2024-08-01,SoftWare House,Licencia Enterprise,Software,Central,2,5000,0.02
4296,2024-12-16,GLOBAL CORP,Pack Seguridad,Software,Este,2,800,0.04
4297,2024-11-04,Global Corp,Licencia Enterprise,Software,Oeste,2,5000,0.01
4298,2023-07-15,SoftWare House,Pack Seguridad,Software,Oeste,6,800,0.1
4299,2024-02-05,cloudnet,Soporte Premium,Servicios,Sur,4,1200,0.05
4300,2024-09-04,CLOUDNET,Servidor Dedicado,Hardware,Este,1,3500,0.09
4301,2023-08-26,CLOUDNET,Licencia Enterprise,Software,Central,9,5000,0.01
4302,2023-08-07,DataSystems,Consultoría Hora,Servicios,Sur,4,150,0.01
4303,2024-05-23,DataSystems,Soporte Premium,Servicios,Norte,9,1200,0.03
4304,2024-06-23,DataSystems,Licencia Enterprise,Software,Este,9,5000,0.03
4305,2023-07-24,DataSystems,Consultoría Hora,Servicios,Este,2,150,0.09
4306,2024-10-07,CloudNet,Licencia Enterprise,Software,Sur,10,5000,0.1
4307,2024-08-07,techsolutions inc,Licencia Enterprise,Software,Norte,5,5000,0.08
4308,2024-06-25,TechSolutions Inc,Licencia Enterprise,Software,Central,9,5000,0.02
4309,2023-10-21,Global Corp,Licencia Enterprise,Software,Central,3,5000,0.1
4310,2023-10-03,DataSystems,Soporte Premium,Servicios,Norte,5,1200,0.08
4311,2024-01-15,DataSystems,Licencia Enterprise,Software,Oeste,6,5000,0.05
4312,2024-03-25,SoftWare House,Servidor Dedicado,Hardware,Oeste,3,3500,0.03
4313,2024-09-30,CLOUDNET,Licencia Enterprise,Software,Sur,3,5000,0.01
4314,2024-12-10,global corp,Licencia Enterprise,Software,Central,7,5000,0.01
4315,2024-02-18,global corp,Licencia Enterprise,Software,Este,5,5000,0.03
4316,2024-03-13,DataSystems,Servidor Dedicado,Hardware,Oeste,4,3500,0.04
4317,2023-04-08,SoftWare House,Servidor Dedicado,Hardware,Norte,5,3500,0.06
4318,2023-03-13,SoftWare House,Licencia Enterprise,Software,Norte,3,5000,0.04
4319,2023-09-26,Global Corp,Pack Seguridad,Software,Sur,10,800,0.03
4320,2024-10-21,techsolutions inc,Consultoría Hora,Servicios,Este,6,150,0.07
4321,2023-09-27,CLOUDNET,Licencia Enterprise,Software,Oeste,3,5000,0.08
4322,2023-05-10,TechSolutions Inc,Servidor Dedicado,Hardware,Central,2,3500,0.06
4323,2024-11-18,Global Corp,Pack Seguridad,Software,Este,4,800,0.03
4324,2024-05-11,Global Corp,Servidor Dedicado,Hardware,Central,5,3500,0.03
4325,2024-10-22,SoftWare House,Servidor Dedicado,Hardware,Norte,10,3500,0.04
4326,2023-05-05,SOFTWARE HOUSE,Soporte Premium,Servicios,Central,9,1200,0.01
4327,2023-06-20,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,2,3500,0.06
4328,2023-01-17,TechSolutions Inc,Licencia Enterprise,Software,Central,8,5000,0.06
4329,2023-11-03,CloudNet,Licencia Enterprise,Software,Norte,10,5000,0.01
4330,2024-08-26,datasystems,Soporte Premium,Servicios,Sur,9,1200,0.06
4331,2024-12-04,SOFTWARE HOUSE,Consultoría Hora,Servicios,Norte,5,150,0.09
4332,2023-08-22,SoftWare House,Pack Seguridad,Software,Central,6,800,0.04
4333,2023-08-05,CloudNet,Consultoría Hora,Servicios,Sur,9,150,0.09
4334,2024-11-16,DATASYSTEMS,Soporte Premium,Servicios,Norte,1,1200,0.02
4335,2024-07-09,cloudnet,Servidor Dedicado,Hardware,Sur,1,3500,0.05
4336,2023-03-14,TECHSOLUTIONS INC,Soporte Premium,Servicios,Sur,9,1200,0.01
4337,2024-09-09,DATASYSTEMS,Licencia Enterprise,Software,Oeste,2,5000,0.01
4338,2023-12-31,global corp,Licencia Enterprise,Software,Oeste,9,5000,0.02
4339,2024-09-02,SoftWare House,Servidor Dedicado,Hardware,Sur,6,3500,0.09
4340,2024-01-21,DATASYSTEMS,Pack Seguridad,Software,Norte,3,800,0.07
4341,2023-12-25,software house,Soporte Premium,Servicios,Oeste,2,1200,0.09
4342,2024-10-12,DATASYSTEMS,Soporte Premium,Servicios,Norte,9,1200,0.08
4343,2023-02-13,SoftWare House,Soporte Premium,Servicios,Oeste,8,1200,0.09
4344,2023-06-30,software house,Consultoría Hora,Servicios,Norte,3,150,0.06
4345,2023-08-24,TECHSOLUTIONS INC,Licencia Enterprise,Software,Este,8,5000,0.07
4346,2023-05-06,software house,Soporte Premium,Servicios,Norte,8,1200,0.03
4347,2023-11-22,TechSolutions Inc,Licencia Enterprise,Software,Este,6,5000,0.09
4348,2023-05-26,SoftWare House,Consultoría Hora,Servicios,Sur,1,150,0.08
4349,2023-05-10,global corp,Licencia Enterprise,Software,Este,4,5000,0.06
4350,2023-08-11,Global Corp,Pack Seguridad,Software,Oeste,6,800,0.02
4351,2023-04-19,DataSystems,Licencia Enterprise,Software,Oeste,9,5000,0.04
4352,2024-06-16,Global Corp,Pack Seguridad,Software,Norte,10,800,0.09
4353,2024-05-22,SoftWare House,Pack Seguridad,Software,Este,9,800,0.04
4354,2024-07-29,TECHSOLUTIONS INC,Licencia Enterprise,Software,Central,2,5000,0.05
4355,2023-07-02,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,1,150,0.08
4356,2023-03-31,Global Corp,Soporte Premium,Servicios,Oeste,8,1200,0.08
4357,2023-10-11,DATASYSTEMS,Pack Seguridad,Software,Este,1,800,0.06
4358,2023-02-10,DataSystems,Servidor Dedicado,Hardware,Oeste,1,3500,0.04
4359,2023-01-04,CloudNet,Soporte Premium,Servicios,Central,8,1200,0.04
4360,2024-02-02,techsolutions inc,Consultoría Hora,Servicios,Sur,2,150,0.04
4361,2023-06-30,Global Corp,Soporte Premium,Servicios,Oeste,10,1200,0.07
4362,2023-12-24,CLOUDNET,Servidor Dedicado,Hardware,Central,2,3500,0.09
4363,2024-11-26,Global Corp,Licencia Enterprise,Software,Este,1,5000,0.03
4364,2023-04-22,TechSolutions Inc,Pack Seguridad,Software,Sur,5,800,0.02
4365,2024-08-10,Global Corp,Servidor Dedicado,Hardware,Este,9,3500,0.01
4366,2024-04-30,datasystems,Servidor Dedicado,Hardware,Oeste,10,3500,0.04
4367,2024-07-11,DATASYSTEMS,Servidor Dedicado,Hardware,Central,6,3500,0.01
4368,2024-01-09,GLOBAL CORP,Servidor Dedicado,Hardware,Norte,1,3500,0.01
4369,2023-12-14,DataSystems,Pack Seguridad,Software,Oeste,2,800,0.01
4370,2024-08-01,techsolutions inc,Servidor Dedicado,Hardware,Oeste,2,3500,0.03
4371,2024-08-25,Global Corp,Soporte Premium,Servicios,Norte,5,1200,0.01
4372,2024-07-06,cloudnet,Soporte Premium,Servicios,Norte,1,1200,0.01
4373,2024-05-27,Global Corp,Pack Seguridad,Software,Central,9,800,0.06
4374,2023-12-17,SOFTWARE HOUSE,Licencia Enterprise,Software,Oeste,8,5000,0.02
4375,2023-09-23,DATASYSTEMS,Soporte Premium,Servicios,Este,9,1200,0.01
4376,2024-03-07,SoftWare House,Soporte Premium,Servicios,Norte,10,1200,0.1
4377,2024-04-06,cloudnet,Consultoría Hora,Servicios,Este,2,150,0.09
4378,2023-08-12,DataSystems,Pack Seguridad,Software,Norte,6,800,0.02
4379,2023-10-09,CloudNet,Servidor Dedicado,Hardware,Norte,4,3500,0.09
4380,2023-02-17,techsolutions inc,Licencia Enterprise,Software,Central,4,5000,0.02
4381,2023-06-02,CloudNet,Soporte Premium,Servicios,Central,6,1200,0.08
4382,2024-12-11,CloudNet,Servidor Dedicado,Hardware,Oeste,2,3500,0.02
4383,2023-12-27,GLOBAL CORP,Servidor Dedicado,Hardware,Norte,8,3500,0.08
4384,2024-12-01,Global Corp,Consultoría Hora,Servicios,Oeste,1,150,0.01
4385,2024-03-13,TechSolutions Inc,Consultoría Hora,Servicios,Central,2,150,0.04
4386,2024-08-11,GLOBAL CORP,Consultoría Hora,Servicios,Norte,3,150,0.03
4387,2024-09-01,TechSolutions Inc,Consultoría Hora,Servicios,Norte,9,150,0.01
4388,2024-07-03,cloudnet,Soporte Premium,Servicios,Norte,5,1200,0.0
4389,2024-05-06,DATASYSTEMS,Servidor Dedicado,Hardware,Sur,6,3500,0.05
4390,2024-11-06,GLOBAL CORP,Licencia Enterprise,Software,Oeste,4,5000,0.0
4391,2024-11-02,CLOUDNET,Licencia Enterprise,Software,Central,7,5000,0.02
4392,2024-09-20,TECHSOLUTIONS INC,Soporte Premium,Servicios,Este,6,1200,0.04
4393,2023-01-23,CLOUDNET,Consultoría Hora,Servicios,Oeste,3,150,0.01
4394,2024-12-25,DataSystems,Soporte Premium,Servicios,Central,5,1200,0.06
4395,2023-09-11,datasystems,Licencia Enterprise,Software,Sur,4,5000,0.07
4396,2024-06-14,datasystems,Pack Seguridad,Software,Central,7,800,0.06
4397,2023-08-29,CLOUDNET,Consultoría Hora,Servicios,Norte,6,150,0.0
4398,2023-03-05,cloudnet,Soporte Premium,Servicios,Norte,8,1200,0.09
